labelset,cell_label,cell_fullname,n_cells,source,source_label,cell_count,partitioned,source_label_total,purity,coverage
L4,Mesen_Theca_Interna_Perifol,Theca Interna perifolicular,5148,celltype_OvarySanger2026,Stroma_OutCor_Foll,2,2533,30653,0.0008,0.0001
L4,Mesen_Theca_Interna_Perifol,Theca Interna perifolicular,5148,celltype_OvarySanger2026,PV_SMC_Arterial,1,2533,31802,0.0004,0.0
L4,Mesen_Theca_Interna_Perifol,Theca Interna perifolicular,5148,celltype_OvarySanger2026,Stroma_OutCor,1,2533,2898,0.0004,0.0003
L4,Mesen_Theca_Interna_Perifol,Theca Interna perifolicular,5148,celltype_OvarySanger2026,Theca_3structural_ZIM2,1,2533,20,0.0004,0.05
L4,Mesen_Theca_Interna_Steroid,Theca Interna steroidogenic,8428,celltype_OvarySanger2026,Theca_2androgenic_Atr,2141,3537,2306,0.6053,0.9284
L4,Mesen_Theca_Interna_Steroid,Theca Interna steroidogenic,8428,celltype_OvarySanger2026,Theca_2androgenic_pre,496,3537,640,0.1402,0.775
L4,Mesen_Theca_Interna_Steroid,Theca Interna steroidogenic,8428,celltype_OvarySanger2026,Theca_Atr,294,3537,383,0.0831,0.7676
L4,Mesen_Theca_Interna_Steroid,Theca Interna steroidogenic,8428,celltype_OvarySanger2026,Stroma_Perifoll_InnCor,215,3537,26620,0.0608,0.0081
L4,Mesen_Theca_Interna_Steroid,Theca Interna steroidogenic,8428,celltype_OvarySanger2026,Theca_2androgenic,204,3537,205,0.0577,0.9951
L4,Mesen_Theca_Interna_Steroid,Theca Interna steroidogenic,8428,celltype_OvarySanger2026,Stroma_InnCor,60,3537,75307,0.017,0.0008
L4,Mesen_Theca_Interna_Steroid,Theca Interna steroidogenic,8428,celltype_OvarySanger2026,Theca_1perifollicular,55,3537,2568,0.0155,0.0214
L4,Mesen_Theca_Interna_Steroid,Theca Interna steroidogenic,8428,celltype_OvarySanger2026,PV_Fibroblast,17,3537,1060,0.0048,0.016
L4,Mesen_Theca_Interna_Steroid,Theca Interna steroidogenic,8428,celltype_OvarySanger2026,Stroma_Medulla,17,3537,9919,0.0048,0.0017
L4,Mesen_Theca_Interna_Steroid,Theca Interna steroidogenic,8428,celltype_OvarySanger2026,Stroma_Perifoll_OutCor,16,3537,4095,0.0045,0.0039
L4,Mesen_Theca_Interna_Steroid,Theca Interna steroidogenic,8428,celltype_OvarySanger2026,Stroma_OutCor_Foll,7,3537,30653,0.002,0.0002
L4,Mesen_Theca_Interna_Steroid,Theca Interna steroidogenic,8428,celltype_OvarySanger2026,Theca_1perifollicular_cycling,4,3537,1367,0.0011,0.0029
L4,Mesen_Theca_Interna_Steroid,Theca Interna steroidogenic,8428,celltype_OvarySanger2026,Theca_3structural,4,3537,2702,0.0011,0.0015
L4,Mesen_Theca_Interna_Steroid,Theca Interna steroidogenic,8428,celltype_OvarySanger2026,Theca_3structural_HedgLow,4,3537,4414,0.0011,0.0009
L4,Mesen_Theca_Interna_Steroid,Theca Interna steroidogenic,8428,celltype_OvarySanger2026,Granulosa_sq_atr,2,3537,2839,0.0006,0.0007
L4,Mesen_Theca_Interna_Steroid,Theca Interna steroidogenic,8428,celltype_OvarySanger2026,PV_SMC_Arterial,1,3537,31802,0.0003,0.0
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_GarciaAlonso2022,Mesenchymal_GATA2,46,47,42064,0.9787,0.0011
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_GarciaAlonso2022,Epithelial,1,47,9596,0.0213,0.0001
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Lower Urogenital Sinus Mese,4415,6214,6828,0.7105,0.6466
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Lower Vagina Mese,813,6214,3228,0.1308,0.2519
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Urogenital Sinus Lig,571,6214,5172,0.0919,0.1104
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Upper Urogenital Sinus Mese,162,6214,2667,0.0261,0.0607
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Corpus Spongiosum,115,6214,6065,0.0185,0.019
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Corpus Cavernosum,44,6214,9075,0.0071,0.0048
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Upper Vagina Mese,28,6214,7172,0.0045,0.0039
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Cervix/Vagina Lig,21,6214,7698,0.0034,0.0027
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Labio-Scrotal Swelling,9,6214,3319,0.0014,0.0027
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Urogenital Sinus SmMu,7,6214,187,0.0011,0.0374
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Pre-Perivascular,6,6214,3970,0.001,0.0015
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Fallopian Mese,3,6214,29799,0.0005,0.0001
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Müllerian Epi,3,6214,2490,0.0005,0.0012
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Uterus Lig,3,6214,10625,0.0005,0.0003
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Uterus Mese,3,6214,29149,0.0005,0.0001
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Wolffian/Mesonephros Mese,2,6214,18850,0.0003,0.0001
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Cervix/Upper Vagina SmMu,1,6214,11093,0.0002,0.0001
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Coelomic Epi,1,6214,6305,0.0002,0.0002
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Lower Vagina SmMu,1,6214,1405,0.0002,0.0007
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Perivascular,1,6214,13206,0.0002,0.0001
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Prepuce,1,6214,3904,0.0002,0.0003
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Preputial Lamina Epi,1,6214,2666,0.0002,0.0004
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Uterus SmMu,1,6214,7029,0.0002,0.0001
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Wolffian Epi,1,6214,2733,0.0002,0.0004
L4,Mesen_UGSFib_Lower,Fetal Lower urogenital sinus fibroblast,6277,celltype_Lorenzi2025,Wolffian/Mesonephros Lig,1,6214,614,0.0002,0.0016
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_GarciaAlonso2022,Mesenchymal_GATA2,4904,4921,42064,0.9965,0.1166
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_GarciaAlonso2022,SMCs,9,4921,2910,0.0018,0.0031
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_GarciaAlonso2022,CoelEpi_GATA2,4,4921,3446,0.0008,0.0012
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_GarciaAlonso2022,CoelEpi_LHX9,1,4921,4334,0.0002,0.0002
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_GarciaAlonso2022,Gi,1,4921,2853,0.0002,0.0004
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_GarciaAlonso2022,Neural,1,4921,1893,0.0002,0.0005
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_GarciaAlonso2022,Oi,1,4921,23391,0.0002,0.0
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lardenois2026,Extragonadal_CE,2,3,538,0.6667,0.0037
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lardenois2026,Mesonephric_mesenchymal,1,3,406,0.3333,0.0025
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Urogenital Sinus Lig,3913,9822,5172,0.3984,0.7566
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Uterus Mese,2452,9822,29149,0.2496,0.0841
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Upper Urogenital Sinus Mese,1547,9822,2667,0.1575,0.5801
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Cervix/Vagina Lig,384,9822,7698,0.0391,0.0499
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Lower Vagina Mese,357,9822,3228,0.0363,0.1106
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Lower Urogenital Sinus Mese,345,9822,6828,0.0351,0.0505
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Upper Vagina Mese,308,9822,7172,0.0314,0.0429
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Cervix Mese,120,9822,8232,0.0122,0.0146
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Vas Deferens Mese,79,9822,1966,0.008,0.0402
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Müllerian Mese,74,9822,2592,0.0075,0.0285
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Uterus SmMu,56,9822,7029,0.0057,0.008
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Fallopian Mese,47,9822,29799,0.0048,0.0016
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Corpus Cavernosum,37,9822,9075,0.0038,0.0041
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Cervix/Upper Vagina SmMu,18,9822,11093,0.0018,0.0016
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Glans,13,9822,5648,0.0013,0.0023
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Wolffian/Mesonephros Lig,13,9822,614,0.0013,0.0212
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Pre-Perivascular,12,9822,3970,0.0012,0.003
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Uterus Lig,8,9822,10625,0.0008,0.0008
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Perivascular,7,9822,13206,0.0007,0.0005
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Corpus Spongiosum,6,9822,6065,0.0006,0.001
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Wolffian/Mesonephros Mese,5,9822,18850,0.0005,0.0003
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Coelomic Epi,4,9822,6305,0.0004,0.0006
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Epoophron Mese,4,9822,12245,0.0004,0.0003
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Wolffian Epi,3,9822,2733,0.0003,0.0011
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Fallopian Lig,2,9822,17659,0.0002,0.0001
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Fallopian SmMu,2,9822,5499,0.0002,0.0004
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Labio-Scrotal Swelling,2,9822,3319,0.0002,0.0006
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Endothelial,1,9822,7907,0.0001,0.0001
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Fallopian Epi,1,9822,7650,0.0001,0.0001
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Müllerian Epi,1,9822,2490,0.0001,0.0004
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_Lorenzi2025,Urogenital Sinus SmMu,1,9822,187,0.0001,0.0053
L4,Mesen_UGSFib_Upper,Fetal Upper urogenital sinus fibroblast,11402,celltype_OvarySanger2026,Fallopian_SMCs_Fetal,9,9,2339,1.0,0.0038
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_GarciaAlonso2022,Mesenchymal_GATA2,7,10,42064,0.7,0.0002
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_GarciaAlonso2022,CoelEpi_GATA2,2,10,3446,0.2,0.0006
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_GarciaAlonso2022,PV,1,10,9621,0.1,0.0001
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_Lorenzi2025,Urogenital Sinus Lig,92,233,5172,0.3948,0.0178
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_Lorenzi2025,Lower Urogenital Sinus Mese,40,233,6828,0.1717,0.0059
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_Lorenzi2025,Labio-Scrotal Swelling,39,233,3319,0.1674,0.0118
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_Lorenzi2025,Wolffian/Mesonephros Mese,15,233,18850,0.0644,0.0008
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_Lorenzi2025,Corpus Cavernosum,13,233,9075,0.0558,0.0014
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_Lorenzi2025,Wolffian/Mesonephros Lig,10,233,614,0.0429,0.0163
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_Lorenzi2025,Perivascular,9,233,13206,0.0386,0.0007
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_Lorenzi2025,Müllerian Mese,3,233,2592,0.0129,0.0012
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_Lorenzi2025,Coelomic Epi,2,233,6305,0.0086,0.0003
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_Lorenzi2025,Fallopian Lig,2,233,17659,0.0086,0.0001
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_Lorenzi2025,Fallopian Mese,2,233,29799,0.0086,0.0001
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_Lorenzi2025,Pre-Perivascular,2,233,3970,0.0086,0.0005
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_Lorenzi2025,Upper Urogenital Sinus Mese,2,233,2667,0.0086,0.0007
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_Lorenzi2025,Glans,1,233,5648,0.0043,0.0002
L3,Mesen_UGSLig,Urogenital sinus ligament fibroblast,2661,celltype_Lorenzi2025,Wolffian Epi,1,233,2733,0.0043,0.0004
L3,Mesen_UGSSMCs,Urogenital sinus smooth muscle,383,celltype_GarciaAlonso2022,SMCs,1,1,2910,1.0,0.0003
L3,Mesen_UGSSMCs,Urogenital sinus smooth muscle,383,celltype_Lorenzi2025,Lower Vagina SmMu,226,382,1405,0.5916,0.1609
L3,Mesen_UGSSMCs,Urogenital sinus smooth muscle,383,celltype_Lorenzi2025,Urogenital Sinus SmMu,143,382,187,0.3743,0.7647
L3,Mesen_UGSSMCs,Urogenital sinus smooth muscle,383,celltype_Lorenzi2025,Cervix/Upper Vagina SmMu,4,382,11093,0.0105,0.0004
L3,Mesen_UGSSMCs,Urogenital sinus smooth muscle,383,celltype_Lorenzi2025,Lower Urogenital Sinus Mese,4,382,6828,0.0105,0.0006
L3,Mesen_UGSSMCs,Urogenital sinus smooth muscle,383,celltype_Lorenzi2025,Lower Vagina Mese,2,382,3228,0.0052,0.0006
L3,Mesen_UGSSMCs,Urogenital sinus smooth muscle,383,celltype_Lorenzi2025,Corpus Cavernosum,1,382,9075,0.0026,0.0001
L3,Mesen_UGSSMCs,Urogenital sinus smooth muscle,383,celltype_Lorenzi2025,Upper Vagina Mese,1,382,7172,0.0026,0.0001
L3,Mesen_UGSSMCs,Urogenital sinus smooth muscle,383,celltype_Lorenzi2025,Uterus SmMu,1,382,7029,0.0026,0.0001
L3,Mesen_UterotubalJunctionFibs,Uterotubal Junction fibroblasts,150,celltype_Ulrich2022,fibroblast,2,2,4969,1.0,0.0004
L3,Mesen_UterotubalJunctionFibs,Uterotubal Junction fibroblasts,150,celltype_Weigert2025,stromal cell,64,64,51072,1.0,0.0013
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_GarciaAlonso2022,Mesenchymal_GATA2,778,783,42064,0.9936,0.0185
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_GarciaAlonso2022,CoelEpi_GATA2,1,783,3446,0.0013,0.0003
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_GarciaAlonso2022,CoelEpi_LHX9_cycling,1,783,1336,0.0013,0.0007
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_GarciaAlonso2022,Epithelial,1,783,9596,0.0013,0.0001
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_GarciaAlonso2022,Gi,1,783,2853,0.0013,0.0004
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_GarciaAlonso2022,SMCs,1,783,2910,0.0013,0.0003
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lardenois2026,Extragonadal_CE,3,4,538,0.75,0.0056
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lardenois2026,Mesonephric_mesenchymal,1,4,406,0.25,0.0025
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Uterus Mese,23326,29268,29149,0.797,0.8002
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Cervix Mese,4253,29268,8232,0.1453,0.5166
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Uterus Lig,383,29268,10625,0.0131,0.036
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Uterus SmMu,291,29268,7029,0.0099,0.0414
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Fallopian Mese,279,29268,29799,0.0095,0.0094
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Upper Urogenital Sinus Mese,273,29268,2667,0.0093,0.1024
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Vas Deferens Mese,135,29268,1966,0.0046,0.0687
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Cervix/Upper Vagina SmMu,104,29268,11093,0.0036,0.0094
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Upper Vagina Mese,42,29268,7172,0.0014,0.0059
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Fallopian Lig,30,29268,17659,0.001,0.0017
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Fallopian SmMu,30,29268,5499,0.001,0.0055
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Perivascular,22,29268,13206,0.0008,0.0017
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Cervix/Vagina Lig,20,29268,7698,0.0007,0.0026
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Urogenital Sinus Lig,20,29268,5172,0.0007,0.0039
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Müllerian Mese,11,29268,2592,0.0004,0.0042
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Epoophron Mese,10,29268,12245,0.0003,0.0008
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Wolffian/Mesonephros Mese,8,29268,18850,0.0003,0.0004
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Coelomic Epi,7,29268,6305,0.0002,0.0011
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Glans,6,29268,5648,0.0002,0.0011
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Wolffian/Mesonephros Lig,6,29268,614,0.0002,0.0098
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Lower Vagina Mese,4,29268,3228,0.0001,0.0012
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Corpus Spongiosum,2,29268,6065,0.0001,0.0003
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Lower Urogenital Sinus Mese,2,29268,6828,0.0001,0.0003
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Endothelial,1,29268,7907,0.0,0.0001
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Immune,1,29268,2126,0.0,0.0005
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Pre-Perivascular,1,29268,3970,0.0,0.0003
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_Lorenzi2025,Preputial Lamina Epi,1,29268,2666,0.0,0.0004
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_OvarySanger2026,Fallopian_mesen_Fetal,9,10,7774,0.9,0.0012
L4,Mesen_UterusFibs_Fetal,Fetal uterine stromal fibroblast,29462,celltype_OvarySanger2026,Fallopian_lig_Fetal,1,10,3990,0.1,0.0003
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_GarciaAlonso2022,Mesenchymal_GATA2,541,574,42064,0.9425,0.0129
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_GarciaAlonso2022,Oi,25,574,23391,0.0436,0.0011
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_GarciaAlonso2022,Gi,4,574,2853,0.007,0.0014
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_GarciaAlonso2022,CoelEpi_GATA2,2,574,3446,0.0035,0.0006
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_GarciaAlonso2022,PV,1,574,9621,0.0017,0.0001
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_GarciaAlonso2022,SMCs,1,574,2910,0.0017,0.0003
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_Lardenois2026,Interstitial,5,6,9615,0.8333,0.0005
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_Lardenois2026,Perivascular,1,6,147,0.1667,0.0068
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_Lorenzi2025,Uterus Lig,8383,11729,10625,0.7147,0.789
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_Lorenzi2025,Cervix/Vagina Lig,1166,11729,7698,0.0994,0.1515
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_Lorenzi2025,Fallopian Mese,528,11729,29799,0.045,0.0177
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_Lorenzi2025,Vas Deferens Mese,432,11729,1966,0.0368,0.2197
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_Lorenzi2025,Fallopian Lig,292,11729,17659,0.0249,0.0165
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_Lorenzi2025,Uterus Mese,269,11729,29149,0.0229,0.0092
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_Lorenzi2025,Pre-Perivascular,238,11729,3970,0.0203,0.0599
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_Lorenzi2025,Epoophron Mese,124,11729,12245,0.0106,0.0101
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_Lorenzi2025,Wolffian/Mesonephros Lig,115,11729,614,0.0098,0.1873
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_Lorenzi2025,Glans,49,11729,5648,0.0042,0.0087
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_Lorenzi2025,Lower Vagina Mese,33,11729,3228,0.0028,0.0102
L4,Mesen_UterusLig_Fetal,Fetal uterine ligament fibroblast,12364,celltype_Lorenzi2025,Fallopian SmMu,29,11729,5499,0.0025,0.0053
