labelset,cell_label,cell_fullname,n_cells,source,source_label,cell_count,partitioned,source_label_total,purity,coverage
L3,Germcell_Oogonia_meiotic,Meiotic oogonia,1622,celltype_OvarySanger2026,Germcell_Oocyte_I,3,1164,431,0.0026,0.007
L3,Germcell_Oogonia_meiotic,Meiotic oogonia,1622,celltype_OvarySanger2026,OSE_Fetal,1,1164,4369,0.0009,0.0002
L3,Germcell_Oogonia_premeiotic,Premeiotic oogonia,3142,celltype_GarciaAlonso2022,GermCells,2216,2216,6937,1.0,0.3194
L3,Germcell_Oogonia_premeiotic,Premeiotic oogonia,3142,celltype_Lardenois2026,Germ,155,155,5066,1.0,0.0306
L3,Germcell_Oogonia_premeiotic,Premeiotic oogonia,3142,celltype_Lorenzi2025,Fallopian Mese,1,1,29799,1.0,0.0
L3,Germcell_Oogonia_premeiotic,Premeiotic oogonia,3142,celltype_OvarySanger2026,Germcell_Oogonia_STRA8_Fetal,1450,1662,2155,0.8724,0.6729
L3,Germcell_Oogonia_premeiotic,Premeiotic oogonia,3142,celltype_OvarySanger2026,Germcell_PGC_Fetal,195,1662,1524,0.1173,0.128
L3,Germcell_Oogonia_premeiotic,Premeiotic oogonia,3142,celltype_OvarySanger2026,Germcell_Oogonia_meiotic_Fetal,17,1662,996,0.0102,0.0171
L3,Germcell_PGC_Cyc,Primordial germ cell cycling,2592,celltype_GarciaAlonso2022,GermCells,385,385,6937,1.0,0.0555
L3,Germcell_PGC_Cyc,Primordial germ cell cycling,2592,celltype_Lardenois2026,Germ,1617,1617,5066,1.0,0.3192
L3,Germcell_PGC_Cyc,Primordial germ cell cycling,2592,celltype_Lorenzi2025,Müllerian Epi,3,3,2490,1.0,0.0012
L3,Germcell_PGC_Cyc,Primordial germ cell cycling,2592,celltype_OvarySanger2026,Germcell_PGC_Fetal,212,217,1524,0.977,0.1391
L3,Germcell_PGC_Cyc,Primordial germ cell cycling,2592,celltype_OvarySanger2026,Germcell_Oogonia_STRA8_Fetal,5,217,2155,0.023,0.0023
L3,Germcell_PGCs,Primordial germ cell,6862,celltype_GarciaAlonso2022,GermCells,1133,1133,6937,1.0,0.1633
L3,Germcell_PGCs,Primordial germ cell,6862,celltype_Lardenois2026,Germ,3044,3044,5066,1.0,0.6009
L3,Germcell_PGCs,Primordial germ cell,6862,celltype_Lorenzi2025,Müllerian Epi,3,4,2490,0.75,0.0012
L3,Germcell_PGCs,Primordial germ cell,6862,celltype_Lorenzi2025,Schwann,1,4,7553,0.25,0.0001
L3,Germcell_PGCs,Primordial germ cell,6862,celltype_OvarySanger2026,Germcell_PGC_Fetal,818,833,1524,0.982,0.5367
L3,Germcell_PGCs,Primordial germ cell,6862,celltype_OvarySanger2026,Germcell_Oogonia_STRA8_Fetal,13,833,2155,0.0156,0.006
L3,Germcell_PGCs,Primordial germ cell,6862,celltype_OvarySanger2026,Germcell_preOocyte_Fetal,2,833,252,0.0024,0.0079
L4,Germcell_PrimaryOocyte_ZP4neg,Primary oocyte,760,celltype_GarciaAlonso2022,GermCells,690,690,6937,1.0,0.0995
L4,Germcell_PrimaryOocyte_ZP4neg,Primary oocyte,760,celltype_Lardenois2026,Germ,2,2,5066,1.0,0.0004
L4,Germcell_PrimaryOocyte_ZP4neg,Primary oocyte,760,celltype_OvarySanger2026,Germcell_Oocyte_I,387,660,431,0.5864,0.8979
L4,Germcell_PrimaryOocyte_ZP4neg,Primary oocyte,760,celltype_OvarySanger2026,Germcell_preOocyte_Fetal,178,660,252,0.2697,0.7063
L4,Germcell_PrimaryOocyte_ZP4neg,Primary oocyte,760,celltype_OvarySanger2026,Germcell_Oocyte_II,87,660,211,0.1318,0.4123
L4,Germcell_PrimaryOocyte_ZP4neg,Primary oocyte,760,celltype_OvarySanger2026,Germcell_Oogonia_STRA8_Fetal,4,660,2155,0.0061,0.0019
L4,Germcell_PrimaryOocyte_ZP4neg,Primary oocyte,760,celltype_OvarySanger2026,Germcell_Oogonia_meiotic_Fetal,2,660,996,0.003,0.002
L4,Germcell_PrimaryOocyte_ZP4neg,Primary oocyte,760,celltype_OvarySanger2026,Epithelial,1,660,5470,0.0015,0.0002
L4,Germcell_PrimaryOocyte_ZP4neg,Primary oocyte,760,celltype_OvarySanger2026,Germcell_PGC_Fetal,1,660,1524,0.0015,0.0007
L4,Germcell_PrimaryOocyte_ZP4pos,Primary oocyte ZP4+,391,celltype_GarciaAlonso2022,GermCells,53,53,6937,1.0,0.0076
L4,Germcell_PrimaryOocyte_ZP4pos,Primary oocyte ZP4+,391,celltype_OvarySanger2026,Germcell_Oocyte_IIb,136,306,136,0.4444,1.0
L4,Germcell_PrimaryOocyte_ZP4pos,Primary oocyte ZP4+,391,celltype_OvarySanger2026,Germcell_Oocyte_II,124,306,211,0.4052,0.5877
L4,Germcell_PrimaryOocyte_ZP4pos,Primary oocyte ZP4+,391,celltype_OvarySanger2026,Germcell_Oocyte_I,41,306,431,0.134,0.0951
L4,Germcell_PrimaryOocyte_ZP4pos,Primary oocyte ZP4+,391,celltype_OvarySanger2026,Germcell_preOocyte_Fetal,4,306,252,0.0131,0.0159
L4,Germcell_PrimaryOocyte_ZP4pos,Primary oocyte ZP4+,391,celltype_OvarySanger2026,Germcell_PGC_Fetal,1,306,1524,0.0033,0.0007
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_GarciaAlonso2022,early_somatic,1448,2030,2397,0.7133,0.6041
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_GarciaAlonso2022,Gi,230,2030,2853,0.1133,0.0806
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_GarciaAlonso2022,preGC_IIa,114,2030,12096,0.0562,0.0094
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_GarciaAlonso2022,Oi,97,2030,23391,0.0478,0.0041
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_GarciaAlonso2022,CoelEpi_LHX9,47,2030,4334,0.0232,0.0108
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_GarciaAlonso2022,early_sPAX8,42,2030,3557,0.0207,0.0118
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_GarciaAlonso2022,early_supporting,15,2030,4387,0.0074,0.0034
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_GarciaAlonso2022,preGC_I,13,2030,15678,0.0064,0.0008
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_GarciaAlonso2022,preGC_IIb,11,2030,23159,0.0054,0.0005
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_GarciaAlonso2022,CoelEpi_GATA2,5,2030,3446,0.0025,0.0015
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_GarciaAlonso2022,Mesenchymal_GATA2,5,2030,42064,0.0025,0.0001
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_GarciaAlonso2022,CoelEpi_LHX9_cycling,2,2030,1336,0.001,0.0015
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_GarciaAlonso2022,Epithelial,1,2030,9596,0.0005,0.0001
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_Lardenois2026,Somatic_progenitors,2818,4022,3490,0.7006,0.8074
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_Lardenois2026,Pre_granulosa,688,4022,22112,0.1711,0.0311
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_Lardenois2026,Interstitial,285,4022,9615,0.0709,0.0296
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_Lardenois2026,Undifferentiated_supporting,168,4022,8626,0.0418,0.0195
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_Lardenois2026,Gonadal_CE,60,4022,3117,0.0149,0.0192
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_Lardenois2026,Low_QC,1,4022,87,0.0002,0.0115
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_Lardenois2026,Ovarian_SE,1,4022,7280,0.0002,0.0001
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_Lardenois2026,Rete_testis_ovarii,1,4022,974,0.0002,0.001
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_Lorenzi2025,Müllerian Mese,6,10,2592,0.6,0.0023
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_Lorenzi2025,Vas Deferens Mese,2,10,1966,0.2,0.001
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_Lorenzi2025,Coelomic Epi,1,10,6305,0.1,0.0002
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_Lorenzi2025,Wolffian/Mesonephros Mese,1,10,18850,0.1,0.0001
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_OvarySanger2026,Stroma_Fetal,7,11,15369,0.6364,0.0005
L2,Gonadal_SomaticPrec,Gonadal somatic precursor,8440,celltype_OvarySanger2026,preGranulosa_II_Fetal,4,11,18524,0.3636,0.0002
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_GarciaAlonso2022,early_supporting,3325,4621,4387,0.7195,0.7579
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_GarciaAlonso2022,preGC_I,785,4621,15678,0.1699,0.0501
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_GarciaAlonso2022,early_somatic,207,4621,2397,0.0448,0.0864
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_GarciaAlonso2022,early_sPAX8,202,4621,3557,0.0437,0.0568
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_GarciaAlonso2022,Oi,27,4621,23391,0.0058,0.0012
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_GarciaAlonso2022,preGC_IIa,26,4621,12096,0.0056,0.0021
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_GarciaAlonso2022,CoelEpi_LHX9_cycling,15,4621,1336,0.0032,0.0112
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_GarciaAlonso2022,Epithelial,7,4621,9596,0.0015,0.0007
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_GarciaAlonso2022,Gi,6,4621,2853,0.0013,0.0021
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_GarciaAlonso2022,preGC_IIb,6,4621,23159,0.0013,0.0003
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_GarciaAlonso2022,CoelEpi_LHX9,5,4621,4334,0.0011,0.0012
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_GarciaAlonso2022,Mesenchymal_GATA2,5,4621,42064,0.0011,0.0001
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_GarciaAlonso2022,CoelEpi_GATA2,3,4621,3446,0.0006,0.0009
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_GarciaAlonso2022,Neural,1,4621,1893,0.0002,0.0005
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_GarciaAlonso2022,SMCs,1,4621,2910,0.0002,0.0003
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_Lardenois2026,Undifferentiated_supporting,7967,9089,8626,0.8766,0.9236
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_Lardenois2026,Pre_granulosa,928,9089,22112,0.1021,0.042
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_Lardenois2026,Somatic_progenitors,102,9089,3490,0.0112,0.0292
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_Lardenois2026,Rete_testis_ovarii,47,9089,974,0.0052,0.0483
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_Lardenois2026,Pre_Sertoli,22,9089,26,0.0024,0.8462
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_Lardenois2026,Interstitial,10,9089,9615,0.0011,0.001
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_Lardenois2026,Gonadal_CE,9,9089,3117,0.001,0.0029
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_Lardenois2026,Low_QC,4,9089,87,0.0004,0.046
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_Lorenzi2025,Müllerian Mese,3,9,2592,0.3333,0.0012
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_Lorenzi2025,Epoophron Mese,1,9,12245,0.1111,0.0001
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_Lorenzi2025,Lower Vagina Epi,1,9,6543,0.1111,0.0002
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_Lorenzi2025,Neural,1,9,4571,0.1111,0.0002
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_Lorenzi2025,Preputial Lamina Epi,1,9,2666,0.1111,0.0004
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_Lorenzi2025,Urogenital Sinus SmMu,1,9,187,0.1111,0.0053
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_Lorenzi2025,Wolffian/Mesonephros Mese,1,9,18850,0.1111,0.0001
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_OvarySanger2026,preGranulosa_I_Fetal,7,13,5506,0.5385,0.0013
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_OvarySanger2026,preGranulosa_II_Fetal,3,13,18524,0.2308,0.0002
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_OvarySanger2026,Fallopian_SMCs_Fetal,1,13,2339,0.0769,0.0004
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_OvarySanger2026,Granulosa_AMH_antral_HedgLow,1,13,3271,0.0769,0.0003
L3,Gonadal_SupportingUndiff,Gonadal undifferentiated supporting,16769,celltype_OvarySanger2026,Granulosa_sq_atr,1,13,2839,0.0769,0.0004
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_GarciaAlonso2022,preGC_I,12919,14916,15678,0.8661,0.824
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_GarciaAlonso2022,early_supporting,994,14916,4387,0.0666,0.2266
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_GarciaAlonso2022,preGC_IIa,254,14916,12096,0.017,0.021
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_GarciaAlonso2022,Oi,252,14916,23391,0.0169,0.0108
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_GarciaAlonso2022,preGC_IIb,245,14916,23159,0.0164,0.0106
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_GarciaAlonso2022,early_sPAX8,162,14916,3557,0.0109,0.0455
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_GarciaAlonso2022,Mesenchymal_GATA2,31,14916,42064,0.0021,0.0007
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_GarciaAlonso2022,early_somatic,17,14916,2397,0.0011,0.0071
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_GarciaAlonso2022,Epithelial,10,14916,9596,0.0007,0.001
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_GarciaAlonso2022,granulosa,10,14916,71,0.0007,0.1408
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_GarciaAlonso2022,CoelEpi_LHX9,9,14916,4334,0.0006,0.0021
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_GarciaAlonso2022,Gi,5,14916,2853,0.0003,0.0018
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_GarciaAlonso2022,PV,3,14916,9621,0.0002,0.0003
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_GarciaAlonso2022,OSE,2,14916,7453,0.0001,0.0003
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_GarciaAlonso2022,SMCs,2,14916,2910,0.0001,0.0007
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_GarciaAlonso2022,CoelEpi_GATA2,1,14916,3446,0.0001,0.0003
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_Lardenois2026,Pre_granulosa,4344,4882,22112,0.8898,0.1965
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_Lardenois2026,Undifferentiated_supporting,375,4882,8626,0.0768,0.0435
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_Lardenois2026,Interstitial,131,4882,9615,0.0268,0.0136
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_Lardenois2026,Rete_testis_ovarii,18,4882,974,0.0037,0.0185
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_Lardenois2026,Low_QC,8,4882,87,0.0016,0.092
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_Lardenois2026,Pre_Sertoli,4,4882,26,0.0008,0.1538
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_Lardenois2026,Gonadal_CE,1,4882,3117,0.0002,0.0003
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_Lardenois2026,Somatic_progenitors,1,4882,3490,0.0002,0.0003
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_Lorenzi2025,Fallopian Mese,6,19,29799,0.3158,0.0002
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_Lorenzi2025,Fallopian Epi,4,19,7650,0.2105,0.0005
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_Lorenzi2025,Wolffian/Mesonephros Mese,4,19,18850,0.2105,0.0002
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_Lorenzi2025,Fallopian Lig,3,19,17659,0.1579,0.0002
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_Lorenzi2025,Genital Surface Epi,1,19,1172,0.0526,0.0009
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_Lorenzi2025,Urogenital Sinus Epi,1,19,1290,0.0526,0.0008
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_OvarySanger2026,preGranulosa_I_Fetal,4053,4211,5506,0.9625,0.7361
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_OvarySanger2026,preGranulosa_II_Fetal,69,4211,18524,0.0164,0.0037
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_OvarySanger2026,Stroma_Fetal,57,4211,15369,0.0135,0.0037
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_OvarySanger2026,Epithelial,5,4211,5470,0.0012,0.0009
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_OvarySanger2026,Granulosa_AMH_atr,5,4211,2721,0.0012,0.0018
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_OvarySanger2026,Epoophon_mesen_Fetal,4,4211,4579,0.0009,0.0009
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_OvarySanger2026,Granulosa_sq_atr,4,4211,2839,0.0009,0.0014
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_OvarySanger2026,Granulosa_AMH_antral_HedgLow,3,4211,3271,0.0007,0.0009
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_OvarySanger2026,Fallopian_mesen_Fetal,2,4211,7774,0.0005,0.0003
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_OvarySanger2026,Granulosa_AMH_early,2,4211,813,0.0005,0.0025
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_OvarySanger2026,Granulosa_AMH_ml,2,4211,955,0.0005,0.0021
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_OvarySanger2026,Granulosa_sq,2,4211,5793,0.0005,0.0003
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_OvarySanger2026,Fallopian_SMCs_Fetal,1,4211,2339,0.0002,0.0004
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_OvarySanger2026,Granulosa_AMH_antral,1,4211,8762,0.0002,0.0001
L3,Gonadal_preGranulosa-CEderived,First wave pre-granulosa,23076,celltype_OvarySanger2026,Stroma_Medulla,1,4211,9919,0.0002,0.0001
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_GarciaAlonso2022,preGC_IIa,2034,2438,12096,0.8343,0.1682
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_GarciaAlonso2022,OSE,154,2438,7453,0.0632,0.0207
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_GarciaAlonso2022,CoelEpi_LHX9,80,2438,4334,0.0328,0.0185
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_GarciaAlonso2022,preGC_IIb,62,2438,23159,0.0254,0.0027
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_GarciaAlonso2022,early_somatic,52,2438,2397,0.0213,0.0217
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_GarciaAlonso2022,Oi,18,2438,23391,0.0074,0.0008
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_GarciaAlonso2022,Gi,14,2438,2853,0.0057,0.0049
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_GarciaAlonso2022,preGC_I,13,2438,15678,0.0053,0.0008
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_GarciaAlonso2022,CoelEpi_GATA2,5,2438,3446,0.0021,0.0015
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_GarciaAlonso2022,early_sPAX8,2,2438,3557,0.0008,0.0006
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_GarciaAlonso2022,Epithelial,1,2438,9596,0.0004,0.0001
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_GarciaAlonso2022,GermCells,1,2438,6937,0.0004,0.0001
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_GarciaAlonso2022,Immune,1,2438,1802,0.0004,0.0006
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_GarciaAlonso2022,Mesenchymal_GATA2,1,2438,42064,0.0004,0.0
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_Lardenois2026,Pre_granulosa,2690,3118,22112,0.8627,0.1217
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_Lardenois2026,Ovarian_SE,264,3118,7280,0.0847,0.0363
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_Lardenois2026,Somatic_progenitors,122,3118,3490,0.0391,0.035
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_Lardenois2026,Interstitial,23,3118,9615,0.0074,0.0024
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_Lardenois2026,Gonadal_CE,11,3118,3117,0.0035,0.0035
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_Lardenois2026,Low_QC,4,3118,87,0.0013,0.046
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_Lardenois2026,Undifferentiated_supporting,2,3118,8626,0.0006,0.0002
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_Lardenois2026,Germ,1,3118,5066,0.0003,0.0002
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_Lardenois2026,Rete_testis_ovarii,1,3118,974,0.0003,0.001
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_Lorenzi2025,Coelomic Epi,3,5,6305,0.6,0.0005
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_Lorenzi2025,Vas Deferens Mese,2,5,1966,0.4,0.001
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_OvarySanger2026,preGranulosa_II_Fetal,890,926,18524,0.9611,0.048
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_OvarySanger2026,OSE_Fetal,33,926,4369,0.0356,0.0076
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_OvarySanger2026,Stroma_Fetal,2,926,15369,0.0022,0.0001
L4,Gonadal_preGranulosa-OSEderived_early,"Second wave fetal pre-granulosa, early differentiated state",6659,celltype_OvarySanger2026,Epithelial,1,926,5470,0.0011,0.0002
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_GarciaAlonso2022,preGC_IIb,19064,29778,23159,0.6402,0.8232
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_GarciaAlonso2022,preGC_IIa,9179,29778,12096,0.3082,0.7588
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_GarciaAlonso2022,preGC_I,1286,29778,15678,0.0432,0.082
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_GarciaAlonso2022,OSE,97,29778,7453,0.0033,0.013
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_GarciaAlonso2022,Oi,61,29778,23391,0.002,0.0026
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_GarciaAlonso2022,Mesenchymal_GATA2,28,29778,42064,0.0009,0.0007
L4,Gonadal_preGranulosa-OSEderived_late,"Second wave fetal pre-granulosa, late differentiated state",50633,celltype_GarciaAlonso2022,early_somatic,27,29778,2397,0.0009,0.0113
